ID,filepath,transcription
682997b222af4354b69631ccd9c20854,wavs/682997b222af4354b69631ccd9c20854.wav,biraq sAburiniN vOmri bAhrul vAnsab ni vaHirlaxturuxqa yar bArmigAnliktin xagirti qazi muhAmmAd sayim sofivallar yariGa vuni dawamlaxturuxni tapxurGan hAmdA yUsUp Has hajipniN wapat bolGan yilnamisini qAbrigah vornini xu vAsArgA kirgUzUp qoyuxni wAsiyAt qilGan
2d279fe25cde425fa579e0c18c59949f,wavs/2d279fe25cde425fa579e0c18c59949f.wav,vAtisi varslan muzlatqudin sUt valmaqci bolup kUtUlmigAndA bir danA Ham tuHumni polGa cUxUrUwetidu
5b6197e155c545479019e07c7ea088a5,wavs/5b6197e155c545479019e07c7ea088a5.wav,nemixqa xavirliqtin bir vazraq nesiwAm bolmiGandu
e53b643ee1a442968aaea91c064826c1,wavs/e53b643ee1a442968aaea91c064826c1.wav,bowam lopa vAynAk bilAn vAmdila tarqitilGan bu yeNi markini tApsiliy kOrUwatidu
c5c2d97bebc64b4581572747314a82f3,wavs/c5c2d97bebc64b4581572747314a82f3.wav,general jaNjijuN muxu bir miN toqquz yUz qiriq bAxinci yili von vUcinci sentAbirdA vUrUmcigA kelip von tOtinci sentAbirdA sowet vittipaqiniN vUrUmcidA turuxluq muwAqqAt bax konsuli bilAn vucrixip vili tArAp bilAn murAssAlixix varzusiniN barliqi buniN vUcUn vuniN yaraxturGuci bolup berixini vUmid qilidiGanliqini veytti
84b974d9d72c47e1ae5dc1f3c2032a85,wavs/84b974d9d72c47e1ae5dc1f3c2032a85.wav,biz kona vOrp vadAtlArgA HatimA berip yeNi kAypiyat tikliximiz lazim
235987cd7b83421684ec016bae8cfc58,wavs/235987cd7b83421684ec016bae8cfc58.wav,tapxuruqni vixlAp bolGandin keyin hArbir sovalniN jawabini vAstayidil selxturup toGrilax lazim
9d09bf0f00534f67b10bf95ad20fd203,wavs/9d09bf0f00534f67b10bf95ad20fd203.wav,muxu vAsirniN vatmixinci yilliridiki vAN vuluG fizika valimliriniN biri bolGan wigner vadAmdA xAyvilArni vuyan buyan qilalaydiGan maddidin Hali bir Hil vaN bolidu digAn
ba805d80a423484c854be5d596f28f86,wavs/ba805d80a423484c854be5d596f28f86.wav,bu Huddi veGiz vawazGa mas kAlmAy qalGan tArjimA filimgA voHxap ketidu
cb0ab842a6dd4a05be854de7ac2b662b,wavs/cb0ab842a6dd4a05be854de7ac2b662b.wav,varqidinla zUy xyatiN xyawcUntiN rawaqliri wA yOwey sawtaN yAni hazirqi kOlniN jAnubiy qirGiqidiki rAsimHanini saldurGan wA bu baGcini tuNle baGcisi dAp vatiGan
a453fb3fdd8a4eb992d291b6249333a1,wavs/a453fb3fdd8a4eb992d291b6249333a1.wav,mAmlikitimizdiki guguN Han sariyimu dunyaGa daNliq sAnvAt muzeydur
bb983ab0e3a846fc9084350035384b11,wavs/bb983ab0e3a846fc9084350035384b11.wav,vAyyuhAnnas vawu vadimiy haywanGa qaraNlar dAp warqiridi vimam
5f2e8551069b4249a42c061a3a695f6b,wavs/5f2e8551069b4249a42c061a3a695f6b.wav,maxinidin cUxUmgA kOz valdimda pAyda bolGini cAksiz kAN yaylaq boldi
e3291253379a4d4fb34692048fd31746,wavs/e3291253379a4d4fb34692048fd31746.wav,jAnubiy woN dAwridiki xavir waN saqliGan taN dAwridiki yuyunuwatqan bala rAsimigA beGixlima soN nAzmiliridiki HatirilAr qiriq bAxinci jilid degAn xevirida cekit gUllUk bu pistini silap yuysaN yatidu voynatsa gAr vadAmlAr hecqacanda qacmaydu dAp tAripligAn
04a0fa74ccb64f018538f42f59647568,wavs/04a0fa74ccb64f018538f42f59647568.wav,pakistan varmiyisi bUgUn hatAf vUc bAlgilik qisqa musapilik zAmbirAk voqisiman vucidiGan baxqurulidiGan bombini muwAppAqiyAtlik sinaq qildi
a5b0e12bd4d647efafb616cf278d1e35,wavs/a5b0e12bd4d647efafb616cf278d1e35.wav,bu yAr caqiliq yandaxqaq mirAn paHtabulaq dONkOl saslAngAr xorveGil lawza qoxlANzA yetim veGil dOqax qumquduq qoxquduq bolup qoxquduqtin toHolu voymanliGiGicA yAnA von vUc vOtAN bar
cac660b689fa4380b6067a1467084a27,wavs/cac660b689fa4380b6067a1467084a27.wav,bu rAsimniN cin yaki saHtiliqini pArqlAndUrmAk tolimu qiyin
b96412b9060240d0ad441e7f3a18506c,wavs/b96412b9060240d0ad441e7f3a18506c.wav,HizmAtkarlar padixahqa qarap Hop tapxuruqlirini vaNlaxqa tAyyarmiz didi
86abab5c825a4ab498c9583ac66f2ff6,wavs/86abab5c825a4ab498c9583ac66f2ff6.wav,wu muvAllim mol voqutux tAjribisigA vigA
06618a38bf114b2392f580dcac3226c0,wavs/06618a38bf114b2392f580dcac3226c0.wav,yeNi tAxkilat wAqA tuGdurdi
57a4ee26225d4ed1be2ce5bbfa8b2273,wavs/57a4ee26225d4ed1be2ce5bbfa8b2273.wav,vu bu bir nAccA jinayAt gumandari varisidin hAqiqiy qatilni tonuwaldi
ecdd3feb7cfd47aabc6cb07187d65d19,wavs/ecdd3feb7cfd47aabc6cb07187d65d19.wav,vuniN varqa tAripi bilAn candurmastin yeqinlap kelip vuxxaq soqulGan vaq nawatni qirqilGan qoyniN dUmbisigA su bilAn pUrkUp yirik tarGaqta Huddi hOsn tUzAx satiracHanisidiki hUnArwAnlArdAk vustiliq bilAn tarawatqanliqini kOrgAn vubuljan vOz qocqiriniN yirik yuNliriniN bir cirayliq bUdrA bolup qelixidiki sirni cUxAngAndAk boldi
62fc2ef5c0044a589cdeb342644d902c,wavs/62fc2ef5c0044a589cdeb342644d902c.wav,bu vorun qAxqAr HAlqiniN qurulux binakarliq nAqqaxciliq sAnvitini namayan qilip turidu
8a43773a94654c8694bfacac94617dee,wavs/8a43773a94654c8694bfacac94617dee.wav,bu pilandiki vatilar sisicilar varisidiki vOy vocaqliq bolGanlar bolup vular gemlerniN caqiriqiGa vawaz qoxup vOzliriniN varivan qan sistemisini tarqatqan
b0b10882e0e14e4d8df47008081dadf0,wavs/b0b10882e0e14e4d8df47008081dadf0.wav,gomindaNniN yeNi kAlgAn generali buyruq cUxUrUp vUrUmcidiki vasilbiklAr komandirliq qilidiGan viki vizwok pilimotci bilAn fukaNdiki rota komandiri matyAnfuni vikki yUz nApAr vAskiri bilAn vosmanGa vAwAtti
fb48a5427e4f41f797079adbc2b6c548,wavs/fb48a5427e4f41f797079adbc2b6c548.wav,qapiqi selinGan vUnciqmas qeyiqci Haron paliqini tutup qeyiqniN quyruqida turidikAn vOlUklAr kOlANgisi vuniNGa HudUksirAp mehriban qAwim qerindaxliri kOmUlUwatqnida veGizliriGa selip qoyGan tANgilArni vuzitidikAn
df4587edba9f48c5bfa77a4042feca3e,wavs/df4587edba9f48c5bfa77a4042feca3e.wav,ximaliy xuN hOkUmiti mAHsus baxqurulidiGan vix tUrliri vorgini jyawzi wu ni qurGan vundin keyin cyAnjuaN wA pyawHaw qatarliq pul muvamilA vorganlirini tAsis qildi
627bea7614a14e47bc00cd83af4a5068,wavs/627bea7614a14e47bc00cd83af4a5068.wav,bu xu qAdArki vuniNda sOygAn sOyUlgAnniN vOzidur
d92ef8e5ad0b49bfbeba42ef2f229e6b,wavs/d92ef8e5ad0b49bfbeba42ef2f229e6b.wav,vu vOzini HaniwAyran qilGan vaxu banditlarGa cix tirniqiGicA vOclUk qilidu
a873069098504445babe4e030d029299,wavs/a873069098504445babe4e030d029299.wav,mAmlikAtlik HAlq qurultiyi wAkili rugaw xAhArlik komitetniN xujisi cenHUyjOAn tOt muHbirniN ziyaritini qobul qilGanda mundaq dAydu zuNliniN doklati hAqiqAtni vAmAliyAttin ciqix qilGan bolup venergiyini tejAx sArpiyatni tOwAnlitix nixaniniN vAmAlgA vaxmiGanliqini qilcilikmu yoxurmidi bu hOkUmitimizniN vAmAliyAtcil mAsvuliyAtcan hOkUmAt vikAnlikidin derAk beridu
9bbcf0cd9b5045f2910ec14359f34875,wavs/9bbcf0cd9b5045f2910ec14359f34875.wav,vu tolimu mAGrur vidi cUnki vuniN vata bowisiniN miras qilip qaldurGini xan xOhrAt bilAn bezAlgAn Galipliq vidi
5774acb5b49546e0ba1fdc992ce9dcbf,wavs/5774acb5b49546e0ba1fdc992ce9dcbf.wav,vu Hocyuda partiyA vAzalirini mAHpiy tArAqqiy qildurGan
3582aff363af467cb1991d53c9de7544,wavs/3582aff363af467cb1991d53c9de7544.wav,jaN muvAllim vadAttA qattiq qoldAk qilGan bilAn vAmAliyAttA vintayin vaq kONUl vadAm
514388bd0b7846fdab187b48ba9d9acf,wavs/514388bd0b7846fdab187b48ba9d9acf.wav,vaHirqi padixah biNjuni tartquzup qoyup vorda vAmriniNkigA voHxax muvamilidin bAhrimAn bolGuci HexyuNvAnni tUrklArgA tabar Haqandin yardAm soraxqa vAwAtti
64e7fc172683498288a79d244a660d4f,wavs/64e7fc172683498288a79d244a660d4f.wav,xu caGda voperatsiyigA qatnaxqan doHturlarniN veytixicA vuniN hayat qelixidin vUmUt yoq vikAn
8d9dbf52243e4847b62f514cc32f77ed,wavs/8d9dbf52243e4847b62f514cc32f77ed.wav,gevorge vUc vAsligA kAltUrgAn padixahpArAs lAr guruhi wA mustAbit hOkUmranliq vAngliyiniN vuzun tariHida tezla Gayib boldi
ea827a35542d44e89fa43dd06a697a10,wavs/ea827a35542d44e89fa43dd06a697a10.wav,solun vargosniN kirim bilAn bton vikki qerindaxi vAN bAHtlik vular bayaxat vavilidA turmux kOcUrgAn qabil volimpik tAnhArikAt yiGinida mukapatlanGan vularniN kOyUmcanliqta daNqi ciqqan
f288a6985b5947ceafc2332f0c02afd6,wavs/f288a6985b5947ceafc2332f0c02afd6.wav,vu helimu yaHxi coqciyip ciqqan bir taxni tutuwaptu
f506dd24bc4648a8b37fa4ae1d86bc51,wavs/f506dd24bc4648a8b37fa4ae1d86bc51.wav,Huda vOzUNgA vamanAt cuh sayit vatqa qamca vurup qoruq catqal varisidiki tar ciGir yol bilAn quyundAk capti
b18c07aaeaba435abcda1a100846ae4d,wavs/b18c07aaeaba435abcda1a100846ae4d.wav,vu yAlkAnlik kemA bilAn tUrlUk tUmAn mUxkUllArni yeNip vaHir tinc vokyanni kesip vOtti
f122d628d9be424e8c857cc29bd9d2c4,wavs/f122d628d9be424e8c857cc29bd9d2c4.wav,bir cAttA Guljini vazad qilix jeNidA kUc ciqarGan vishaqbek zunun nasirof yUsUpof palinof maJarof xonoyof martoflar yAnA bir cAttA manasbayof vAbixof qeyumbAg qarpiyoflarbar
160c7605e114418f84302cfa237cfead,wavs/160c7605e114418f84302cfa237cfead.wav,pAlsApA tariHxunasliri HaygerniN voylinixta vOtkUzgAn valtA yilini vuniN hayatidiki vAN valdirax vAN muhim waqti dAp qariGan
d3981a8e177446e9a982e82616f1d617,wavs/d3981a8e177446e9a982e82616f1d617.wav,xuNa hazir yolGa qoyuluwatqan dora varqiliq doHturHanini beqix meHanizmi dora bahasiniN ziyadA yuqiri boluxiniN vacquci
c575f0ee51fe4facb9931e6b2c8f7a9e,wavs/c575f0ee51fe4facb9931e6b2c8f7a9e.wav,bir qetim vu sUzUk suda vOzini kOrdi qax kOz veGiz burun buGday vONlUki rasttinla vapisidAk vikki mANzidiki ziniHliricu teHi Huddi quyup qoyGandAk vapisiniN vOzi birla boyiniN vegizliki dadisidAk tinimsizliqimu xu
af408b86d8424464a9c1d619a37d04ac,wavs/af408b86d8424464a9c1d619a37d04ac.wav,vu baxqilar kOrUp qalmasliqi vUcUn mOkUnUwaldi
ea2acabfc88946ed9d8ee730d103ba9c,wavs/ea2acabfc88946ed9d8ee730d103ba9c.wav,vu bundaq Horluqqa cidiyalmay pAx qeqip ketip qaldi
0adce8e97e5844798ee4123fcb742273,wavs/0adce8e97e5844798ee4123fcb742273.wav,vittipaq tAxkilatiniN yardimi bilAn yeqindin beri vu nahayiti tez vilgirildi
924f14baa02e45e4bf64762844216048,wavs/924f14baa02e45e4bf64762844216048.wav,cirtyoJciliq standartda kAsmA kOrUnUx pUtUk kAsmA kOrUnUx yerim kAsmA kOrUnUx wA qismAn kAsmA kOrUnUx dAp vUc tUrgA bOlUnidu
aef7478dc3d34544ae7e1206e10b5dc4,wavs/aef7478dc3d34544ae7e1206e10b5dc4.wav,dora tUrliri jAhAttA mAtbuH rubbi qurs sufuf qatarliqlarni vixlitidu
3e06de94fb924b24b7b73dee3d78bafc,wavs/3e06de94fb924b24b7b73dee3d78bafc.wav,HizmAtcilAr vilgiri bir parcA hOjjAt tarqitix vUcUn vaz degAndA vUc qetim maNattuq hazir mavus bilAn birdAmdila bejirip bolidiGan bolduq deyixti
64ec36e63d174776b5281a4a16d9f405,wavs/64ec36e63d174776b5281a4a16d9f405.wav,Hubey vOlkisiniN tiguy nahiyisidA taGda tax topa siyrilip tOt kixi vOldi
8902ea90fa0c470fba4b6721f24ce33b,wavs/8902ea90fa0c470fba4b6721f24ce33b.wav,dONmAhAllidiki noGaygot mAktipini pUttUrdUm vAmdi vAksinirniN valdidiki gimnaziyidA voquymAn
b6e06fcde1fd45d1bbb1490822f31b2e,wavs/b6e06fcde1fd45d1bbb1490822f31b2e.wav,vular caqcaqnimu hAGdadiGa yAtkUzUp qildi
fda1dc45a5a44731b9254d344b2cfbfd,wavs/fda1dc45a5a44731b9254d344b2cfbfd.wav,bOrtA nacindAk juganniN jUpti bolup seniNdAk bir vadAmniN tuqqini bolup qalsam beximGa dOlAt quxi qonGandAk bolatti
8662219f439046cabd20b01327fdcb49,wavs/8662219f439046cabd20b01327fdcb49.wav,vu vilim pAn jAhAttA vAN vAqAlliy sawatqimu vigA vAmAs
029d545c96fa445ea63fb308c162133a,wavs/029d545c96fa445ea63fb308c162133a.wav,vuniN yiGinda xuncA kasildap ketixi kOpcilik valdida vOzini kOrsitix vUcUndur
295bc3fd3e1544a487e478df88e74f15,wavs/295bc3fd3e1544a487e478df88e74f15.wav,xu tapta vuniN cehridiki HatirjAmliktin baya valdin valGan vAllik koy bilAn hazirqi sodidin ciqqan yUz koy paydiniN vuni Huxal qiliwAtkAnlikini kOrUwelix tAs vAmAs vidi
7c7339fd42f0441daf3aab7e58494429,wavs/7c7339fd42f0441daf3aab7e58494429.wav,viqtisadni rawajlandurux vasasida jamavAt mulazimitini vUzlUksiz keNAytip vomumiy HAlqqA nAp yAtkUzidiGan vadil hAqqaniy sAwiyisi muwapiq vimkaniyAtlik sijil rawajlinidiGan jamavAt mulazimiti sistemisi xAkillAndUrUp viqtisadiy vijtimaviy tArAqqiyatqa mulazimAt qilix HAlq vUcUn HizmAt qilix viqtidari wA sAwiyisini hAqiqi vOstUrUp vilmiy tArAqqiy qilixqa tUrtkA bolup vijtimaviy vinaqliqni vilgiri sUrUp tArAqqiyatta HAlqni kOzlAx tArAqqiyatta HAlqqA tayinix tArAqqiyat mewiliridin HAlqni vortaq bAhrimAn qilixni teHimu yaHxi vixqa vaxurux kerAk
711f177c20604f3989582c3fd3ad00b2,wavs/711f177c20604f3989582c3fd3ad00b2.wav,viNA degAn yiGa vawazi bilAn tAN bir kicik hayatliq dunyaGa kAldi
69cc644c496f46a6962ff5752bbc2713,wavs/69cc644c496f46a6962ff5752bbc2713.wav,vu vikkisiniN vAplixip qalGanliqi hAqiqAtAnmu qanavAtlinArlik vaHirlixix boldi
692c6a9ee1e145beaca0ac4edcd41e67,wavs/692c6a9ee1e145beaca0ac4edcd41e67.wav,vablabay mAHsus diwiJUk bilAn nAccA yUz watliq lampuckilarni yorutup kOl boyini kUndUzdAk qiliwAtti
481f009289cc4ebbae43f7b93384d7ef,wavs/481f009289cc4ebbae43f7b93384d7ef.wav,bu wAqA kOrUlgAndin keyin vaptonom rayonimizniN vormanciliq jamavAt HAwpsizlik tarmaqliri yUksAk dArijidA kONUl bOlUp valtay yawa vatlirini vaptomobil soqup vOltUrUx delolirini yip vuci bilAn tAminligUcigA yigirmA miN yUAn mukapat berix vusoli qollandi
0e27798eedfc4dcca049f6c9990c3864,wavs/0e27798eedfc4dcca049f6c9990c3864.wav,xu yArdiki vayallar bilAn jinsiy munasiwAt qilGan nurGun vamerika vAskArliri keyin tuyuqsizla vOlUp kAtkAn
ecf9d8bb926e4c97af0a25d399bb2982,wavs/ecf9d8bb926e4c97af0a25d399bb2982.wav,vu diplomatiyidA gArcA waNxijyedAk bilimlik vAqilliq bolmisimu suNziwendin qelixmaytti
733467e673fb46a3b11075382fdf7a34,wavs/733467e673fb46a3b11075382fdf7a34.wav,vularniN vaqsaqili valfus tekin moNGullarniN bexiGa kUn cUxkAndA vulardin vOz yardimini vayimiGanidi
cf82a5d60503423a9b2d8e8cfd96f67d,wavs/cf82a5d60503423a9b2d8e8cfd96f67d.wav,waN dejyAn yeziliwatqan yarliqniN mAzmunni vaxkarlap qoydi
9b071e048bcd4ab9bea69a652f8388f1,wavs/9b071e048bcd4ab9bea69a652f8388f1.wav,kona kitab satidiGan kitabHaniGa berip beqiN tAliyiNiz bolsa tepilip qalar
cbcc16eb01cd4d77a90edb3fac4b7fe0,wavs/cbcc16eb01cd4d77a90edb3fac4b7fe0.wav,bu Hil vocaqniN sUpiti viqtidari yaHxi bolGacqa tUrkUmlAp bazarGa selindi
7ea408a391264b4e826b4f3de12f9e99,wavs/7ea408a391264b4e826b4f3de12f9e99.wav,vu vustaziniN maharitini vOginiwaldi
c9749689bb564691854a79d721e386cc,wavs/c9749689bb564691854a79d721e386cc.wav,telefondin vazraq mAsilA ciqiti
c93c0139b5d9474db46cc064a38871bc,wavs/c93c0139b5d9474db46cc064a38871bc.wav,kolombiyA vuniwersitetidiki nobel viqtisadxunasliq mukapatiGa verixkAn joziG styegltis Harward vammiwi maliyA mutAHAssisi linda bilmus bilAn birliktA velan qilGan tAtqiqat doklatida viraq vuruxiGa kAtkAn barliq mAblAG maliyA selinmisi vijtimaviy selinma wA makro viqtisadxunasliq tAnnArHini vOz vicigA valGan bolup vikki tirilyon dollardin vexip ketidu didi
a269c1bf8e8d474b8370e260b73048cc,wavs/a269c1bf8e8d474b8370e260b73048cc.wav,seto yezisidiki kicik dukanda yArliklAr vecitqan pApsi kolasila bar
55dedb0f9fbd40a68154035e1bee49e9,wavs/55dedb0f9fbd40a68154035e1bee49e9.wav,vAtisi varslan muzlatqudin sUt valmaqci bolup kUtUlmigAndA bir danA Ham tuHumni polGa cUxUrUwetidu
17a27536d9534048a34b8818517a2887,wavs/17a27536d9534048a34b8818517a2887.wav,vOlUk yadlax Hata vOginix vusulidur
8ca2250054e4416a92d54493cf9b95fe,wavs/8ca2250054e4416a92d54493cf9b95fe.wav,vular qomandani qapuGci voGli mustapaniN baxciliqida paytAHt vistanbulGa kirip bAygA mAydanida coN lager qurdi
c46aca86d9a04ff4b0c46b13f7b928f8,wavs/c46aca86d9a04ff4b0c46b13f7b928f8.wav,viran zuNtuNi hatAmi bu yil vikkinci vayniN toqquzinci kUni voylimiGan yArdin viran vOziniN pAn teHnika kUcigA tayinip muwAppAqiyAtlik halda voran keni vacti degAn partlax Harakterlik HAwArni vaxkarilidi
b717c1a525b6495194bbbc4b8796745b,wavs/b717c1a525b6495194bbbc4b8796745b.wav,sivanidin zAhArlinix velektrlik hAl berix sulyaw sir birikmA kawcuk qatarliqlarni yasax bilAn xuGullinidiGan kixilArdA davim vucraydu
75c9b8a1f41c493694cba2c2bd304c7d,wavs/75c9b8a1f41c493694cba2c2bd304c7d.wav,sAhArdA qattiq tuman pUtUn xAhArni qapsiwaptu
af6a20f29d424f1cada4dee978916e3a,wavs/af6a20f29d424f1cada4dee978916e3a.wav,taymes geziti dA sperborg holluwudtiki baxqa bAzi daNdar kixilArniN besimiGa vucridi deyildi
b989df8c0f25479ea35ccdb08410881c,wavs/b989df8c0f25479ea35ccdb08410881c.wav,yUAn sulalisi dAwridA vuyGur hArbiy tewip yujlanci qaya sicuAnniN Hejudiki diyawyUxAn teGida buyruqqa binavAn turpan dorilirini yasap qoxundiki kesAllArni dawaliGan
8c81a08d75514a1f9a6b3feee9f70ddb,wavs/8c81a08d75514a1f9a6b3feee9f70ddb.wav,bu jUmlA yAnA molla mirsalih qAxqAriniN ciNgiznamA namliq kitabida velinGan
65d6a6ff8447493a83e87a02260eb4c0,wavs/65d6a6ff8447493a83e87a02260eb4c0.wav,bir birigA tutixip kAtkAn taGlar varisida vegiz coqqilar qAd kOtUrUp turidu
9858f555b2524479bfb0d90f5a098995,wavs/9858f555b2524479bfb0d90f5a098995.wav,visit muxu judunda tamaqni vissq yAwalsaNcu kaxki didi vana qolidiki yastuqni qoyup lONgA bilAn balsiniN yUzini sUrtUp
b9505c14d072441d8f10d239ebf3ea13,wavs/b9505c14d072441d8f10d239ebf3ea13.wav,seniN bu qilGiniN Huddi caNqiGanGa su bArgAndAk vix boldi kOptin kOp rAhmAt
2ffe79ab039f4ce9bcc19b0ceb339dad,wavs/2ffe79ab039f4ce9bcc19b0ceb339dad.wav,vaq niyAtliri vUcUn Huda silini mANgU vAziz qilGay bina qilGan yurtliri nAwrA cAwrilArniN jAnniti bolGay
0ef284912c184eb6bb7b301918a792b0,wavs/0ef284912c184eb6bb7b301918a792b0.wav,mAn yurtumdin vayrilGili kOp yillar bolGanidi hazir yAnA vu yArgA qaytip baridiGan boldum
23d0852f6a7a448e9063fb81a4c200d3,wavs/23d0852f6a7a448e9063fb81a4c200d3.wav,vu hasirap hOmUdAp xundaqliqiNdin sAn HAq bexiNGa qaGa cicsimu vUndimAysilAr dedi
891a50484de94004beeb9bdb90b14e77,wavs/891a50484de94004beeb9bdb90b14e77.wav,wAvAlAykum hA nuri copcoNla yigit bolup qapsAnGu
d5338a98d4084bb3b07751c5acde31b8,wavs/d5338a98d4084bb3b07751c5acde31b8.wav,kUnAsniN narat degAn yeridin vOtUp Hoxut qara xAhArlArni valGili bolidu
272f06b572734169bc190611fba4aa2f,wavs/272f06b572734169bc190611fba4aa2f.wav,vuruqidin vayrilGan vubni kUdiniN siqilGan sUyigA bir kecA kUndUz cilap qurutulGinidin vottuz bAx gram hiN yiltizi zirA hOlbA hormilniN hAr biridin yAttA gramdin velinidu
677b970773c848f1aa920a939be43a07,wavs/677b970773c848f1aa920a939be43a07.wav,kelAr yili yojyu sariyi qurulGanliqiGa bAx yil bolidu
fb84507a0194490ca1b7fffdc5f353d2,wavs/fb84507a0194490ca1b7fffdc5f353d2.wav,vu gUrUctiki vuxxaq taxlarni kONUl qoyup terip ciqti
febfff8e375a47b786418530ae77d451,wavs/febfff8e375a47b786418530ae77d451.wav,bu dAwrdA vosman vimperiyisidiki vAN muhim vijtimaviy vislahatci vaqartix mutApAkkuri filka xAyHul vislamniN pAtiwasi bilAn diniy Harakter valmiGan kitablarni nAxr qilix ruHsitigA verixti
d335081bc3494a0a85386a69b10a229b,wavs/d335081bc3494a0a85386a69b10a229b.wav,bizniN baxqilarGa yardAm qiliximiz vularniN tAxAkkUr veytixiGa verixix vUcUn vAmAs
d843928724ce47e9986600c9f596c1e1,wavs/d843928724ce47e9986600c9f596c1e1.wav,HAyrinisa kerAm sawAn nahiyilik pilanliq tuGut teHnika mulazimAt ponkitida vixlAydu
33e77bdb8a8745afbd92f7d5fdcb2ceb,wavs/33e77bdb8a8745afbd92f7d5fdcb2ceb.wav,vu qatilni qanat vastiGa valGanliqi vUcUn tegixlik qanuniy jazaGa tartildi
cd5cfaf5908d4e77b525143c14589e94,wavs/cd5cfaf5908d4e77b525143c14589e94.wav,yogyakarta vayrodromida boxluq tAkxUrUxkA qatnaxqan bir valiy vAmAldar sirttikilArgA mundaq degAn
56765b3f7dc848b39c067d980e9ec5c4,wavs/56765b3f7dc848b39c067d980e9ec5c4.wav,sumtotniN vanisi teHicA kAlmigAn
ab2b9b33b69b41b6aea42e9652f1b8ce,wavs/ab2b9b33b69b41b6aea42e9652f1b8ce.wav,birawlar marixar vAnjan temidin birawlar dArd vAlimidin tUf dedi
d2a88265e5454368952c2fdad8a20159,wavs/d2a88265e5454368952c2fdad8a20159.wav,muHbirimiz dora satqucidin vikki qap kefradin valmaqci bolGanda mal satquci pokAydin muHbirGa vikki qap dorini velip bArgAn
9de6eaf40eed4c528851dd477abc97e1,wavs/9de6eaf40eed4c528851dd477abc97e1.wav,juNgo HAlqi tOtni zamaniwilaxturux nixaniGa qarap mArdanilik bilAn valGa basmaqta
